"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100,500,1);{B}:(10,100,1);{C}:(1,10,1);{D}:(1.0,5.0,0.1);{E}:(0.1,0.9,0.1)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100,500,1);{B}:(10.0,100.0,0.1);{C}:(1,5,1);{D}:(1.0,9.9,0.1);{E}:(1.0,4.0,0.1)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100,500,1);{B}:(1000,2000,1);{C}:(0.001,1.999,0.001);{D}:(0.1,0.9,0.1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100.0,500.0,0.1);{B}:(1000,2000,1);{C}:(0.001,1.999,0.001);{D}:(0.1,0.9,0.1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(2,100,1);{B}:(1000,2000,1);{C}:(1,2,1);{D}:(1.0,4.0,0.1);{E}:(0.500,5.000,0.001)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(2.00,100.00,0.01);{B}:(1000,2000,1);{C}:(1,2,1);{D}:(1.0,4.0,0.1);{E}:(0.500,5.000,0.001)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100,500,1);{B}:(0.1,0.9,0.1);{C}:(1,2,1);{D}:(1.0,4.0,0.1);{E}:(0.500,5.000,0.001)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100.00,500.00,0.01);{B}:(0.1,0.9,0.1);{C}:(1,10,1);{D}:(0.1,4.0,0.1);{E}:(1.0,5.0,0.1)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100,500,1);{B}:(0.01,0.99,0.01);{C}:(1,10,1);{D}:(1.0,4.0,0.1);{E}:(2.00,10.00,0.01)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(100.0,500.0,0.1);{B}:(0.01,0.99,0.01);{C}:(1,10,1);{D}:(2.0,4.0,0.1);{E}:(2.00,10.00,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(1.0,9.9,0.1);{B}:(1.01,9.09,0.01);{C}:(0.1,0.9,0.1);{D}:(1,3,1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(1.0,9.9,0.1);{B}:(0.01,0.99,0.01);{C}:(0.1,0.9,0.1);{D}:(1,3,1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} ÷ {B} = ?","4:{A}/{B}","{A}:(0.01,0.99,0.01);{B}:(0.0001,1.0000,0.0001);{C}:(0.1,0.9,0.1);{D}:(0.001,0.999,0.001);{E}:(0.01,0.99,0.01)","","4;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100,500,1);{B}:(10,100,1);{C}:(10,20,1);{D}:(100,400,20);{E}:(50,100,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100,500,1);{B}:(10.0,100.0,0.1);{C}:(10,20,1);{D}:(100,400,20);{E}:(50.0,100.0,0.1)","","1;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100,500,1);{B}:(1000,2000,1);{C}:(10,20,1);{D}:(100,400,20);{E}:(50,100,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100.0,500.0,0.1);{B}:(1000,2000,1);{C}:(10,20,1);{D}:(100.0,400.0,0.1);{E}:(50,100,1)","","1;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(2,100,1);{B}:(1000,2000,1);{C}:(10,20,1);{D}:(100,400,20);{E}:(50,100,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(2.00,100.00,0.01);{B}:(1000,2000,1);{C}:(10,20,1);{D}:(100,400,20);{E}:(50.00,100.00,0.01)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100,500,1);{B}:(0.1,0.9,0.1);{C}:(2,20,1);{D}:(20.0,40.0,0.1);{E}:(30,50,1)","","1;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100.00,500.00,0.01);{B}:(0.1,0.9,0.1);{C}:(2,20,1);{D}:(20.0,40.0,0.1);{E}:(30.0,50.0,0.1)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100,500,1);{B}:(0.01,0.99,0.01);{C}:(2,10,1);{D}:(20.0,40.0,0.1);{E}:(2.00,10.00,0.01)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(100.0,500.0,0.1);{B}:(0.01,0.99,0.01);{C}:(2,10,1);{D}:(20.0,40.0,0.1);{E}:(2.00,10.00,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(1.0,9.9,0.1);{B}:(1.01,9.09,0.01);{C}:(0.1,0.9,0.1);{D}:(1,3,1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(1.0,9.9,0.1);{B}:(0.01,0.99,0.01);{C}:(0.1,0.9,0.1);{D}:(1,3,1);{E}:(0.01,0.99,0.01)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} x {B} = ?","4:{A}*{B}","{A}:(0.01,0.99,0.01);{B}:(0.0001,1.0000,0.0001);{C}:(0.1,0.9,0.1);{D}:(0.001,0.999,0.001);{E}:(0.01,0.99,0.01)","","4;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A}
— x {C}
{B}","4:({A}/{B})*{C}","{A}:(1,9,1);{B}:(2,9,1);{C}:(3,30,1);{D}:(0.5,2.9,0.1);{E}:(2.0,5.0,0.1);{F}:(1,10,1)","","1;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{D}!={E}:{E}!={F}"
"{A}
— x {C}
{B}","4:({A}/{B})*{C}","{A}:(1,30,1);{B}:(2,9,1);{C}:(3,30,1);{D}:(0.5,2.9,0.1);{E}:(2.0,5.0,0.1);{F}:(1,10,1)","","1;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{D}!={E}:{E}!={F}"
"{A}
— x {C}
{B}","4:({A}/{B})*{C}","{A}:(1,9,1);{B}:(2,30,1);{C}:(3,30,1);{D}:(0.5,2.9,0.1);{E}:(2.0,5.0,0.1);{F}:(1,10,1)","","1;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{D}!={E}:{E}!={F}"
"{A}
— x {C}
{B}","4:({A}/{B})*{C}","{A}:(1,9,1);{B}:(2,9,1);{C}:(100,999,1);{D}:(0.5,2.9,0.1);{E}:(2.0,5.0,0.1);{F}:(1,10,1)","","1;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{D}!={E}:{E}!={F}"
"{A}
— x {C}
{B}","4:({A}/{B})*{C}","{A}:(1,9,1);{B}:(2,9,1);{C}:(0.1,0.9,0.1);{D}:(0.5,2.9,0.1);{E}:(2.0,5.0,0.1);{F}:(1,10,1)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{D}!={E}:{E}!={F}"
"{A}      {C}   
— x —   x {E}
{B}      {D}","4:({A}/{B})*({C}/{D})*{E}","{A}:(1,9,1);{B}:(1,9,1);{C}:(1,9,1);{D}:(1,9,1);{E}:(0.001,0.999,0.001);{F}:(0.5,2.9,0.1);{G}:(0.01,1.00,0.01);{H}:(1,5,1)","","3;None:[{I}];[{I}+-{F}];[{I}+-{G}];[{I}+-{H}]","{F}!={G}:{G}!={H}"
"{A} % de {B}","4:{A}*{B}/100","{A}:(10,99,1);{B}:(100,3000,1);{C}:(1,10,1);{D}:(1,10,1);{E}:(1,10,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{D}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} % de {B}","4:{A}*{B}/100","{A}:(10,99,1);{B}:(0.001,0.999,0.001);{C}:(0.001,0.999,0.001);{D}:(0.01,0.99,0.01);{E}:(0.1,0.9,0.1)","","3;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{D}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} + {B} = ?","4:{A}+{B}","{A}:(1000,10000,1);{B}:(1000,10000,1);{C}:(1,10,1);{D}:(1,10,1);{E}:(1,10,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} + {B} = ?","4:{A}+{B}","{A}:(100,1000,1);{B}:(1000,10000,1);{C}:(1,10,1);{D}:(1,10,1);{E}:(1,10,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} + {B} = ?","4:{A}+{B}","{A}:(1000,10000,1);{B}:(100,1000,1);{C}:(1,10,1);{D}:(1,10,1);{E}:(1,10,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} + {B} = ?","4:{A}+{B}","{A}:(100,5000,1);{B}:(1000.0,10000.0,0.1);{C}:(1.0,10.0,0.1);{D}:(1.0,10.0,0.1);{E}:(1.0,10.0,0.1)","","1;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} + {B} = ?","4:{A}+{B}","{A}:(1000.0,5000.0,0.1);{B}:(1000.0,10000.0,0.1);{C}:(1.0,10.0,0.1);{D}:(1.0,10.0,0.1);{E}:(1.0,10.0,0.1)","","1;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} + {B} = ?","4:{A}+{B}","{A}:(1000.00,10000.00,0.01);{B}:(1000.00,10000.00,0.01);{C}:(1.00,10.00,0.01);{D}:(1.00,10.00,0.01);{E}:(1.00,10.00,0.01)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} + {B} = ?","4:{A}+{B}","{A}:(1000.00,10000.00,0.01);{B}:(1000.00,10000.00,0.01);{C}:(1.00,10.00,0.01);{D}:(1.0,10.0,0.1);{E}:(1.00,10.00,0.01)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} + {B} = ?","4:{A}+{B}","{A}:(1000.00,10000.00,0.01);{B}:(1000.00,10000.00,0.01);{C}:(1.000,10.000,0.001);{D}:(1.00,10.00,0.01);{E}:(1.0,10.0,0.1)","","4;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} + {B} = ?","4:{A}+{B}","{A}:(100.0000,50000.0000,0.0001);{B}:(1000.000,10000.000,0.001);{C}:(1.0000,10.0000,0.0001);{D}:(1.000,10.000,0.001);{E}:(1,10,1)","","4;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} - {B} = ?","4:{A}-{B}","{A}:(1000,10000,1);{B}:(1000,10000,1);{C}:(1,10,1);{D}:(1,10,1);{E}:(1,10,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} - {B} = ?","4:{A}-{B}","{A}:(100,1000,1);{B}:(1000,10000,1);{C}:(1,10,1);{D}:(1,10,1);{E}:(1,10,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} - {B} = ?","4:{A}-{B}","{A}:(1000,10000,1);{B}:(100,1000,1);{C}:(1,10,1);{D}:(1,10,1);{E}:(1,10,1)","","0;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} - {B} = ?","4:{A}-{B}","{A}:(100,5000,1);{B}:(1000.0,10000.0,0.1);{C}:(1.0,10.0,0.1);{D}:(1.0,10.0,0.1);{E}:(1.0,10.0,0.1)","","1;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} - {B} = ?","4:{A}-{B}","{A}:(1000.0,5000.0,0.1);{B}:(1000.0,10000.0,0.1);{C}:(1.0,10.0,0.1);{D}:(1.0,10.0,0.1);{E}:(1.0,10.0,0.1)","","1;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} - {B} = ?","4:{A}-{B}","{A}:(1000.00,10000.00,0.01);{B}:(1000.00,10000.00,0.01);{C}:(1.00,10.00,0.01);{D}:(1.00,10.00,0.01);{E}:(1.00,10.00,0.01)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} - {B} = ?","4:{A}-{B}","{A}:(1000.00,10000.00,0.01);{B}:(1000.00,10000.00,0.01);{C}:(1.00,10.00,0.01);{D}:(1.0,10.0,0.1);{E}:(1.00,10.00,0.01)","","2;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} - {B} = ?","4:{A}-{B}","{A}:(1000.00,10000.00,0.01);{B}:(1000.00,10000.00,0.01);{C}:(1.000,10.000,0.001);{D}:(1.00,10.00,0.01);{E}:(1.0,10.0,0.1)","","4;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} - {B} = ?","4:{A}-{B}","{A}:(100.0000,50000.0000,0.0001);{B}:(1000.000,10000.000,0.001);{C}:(1.0000,10.0000,0.0001);{D}:(1.000,10.000,0.001);{E}:(1,10,1)","","4;None:[{F}];[{F}+-{C}];[{F}+-{D}];[{F}+-{E}]","{A}!={B}:{C}!={D}:{D}!={E}"
"{A} - {B} x {C} = ?","4:{A}-{B}*{C}","{A}:(10,100,1);{B}:(10,1000,1);{C}:(10,100,1);{D}:(1,10,1);{E}:(5,30,5);{F}:(1,5,1)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} - {B} x {C} = ?","4:{A}-{B}*{C}","{A}:(10,1000,1);{B}:(10,1000,1);{C}:(10,100,1);{D}:(1,10,1);{E}:(5,30,5);{F}:(1,5,1)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"({A} - {B}) x {C} = ?","4:({A}-{B})*{C}","{A}:(10,1000,1);{B}:(10,1000,1);{C}:(10.0,100.0,0.1);{D}:(1.0,10.0,0.1);{E}:(5,30,5);{F}:(1,5,1)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"({A} - {B}) x {C} = ?","4:({A}-{B})*{C}","{A}:(10,1000,1);{B}:(10.0,1000.0,0.1);{C}:(10,100,1);{D}:(1.0,10.0,0.1);{E}:(5,30,5);{F}:(1,5,1)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} - {B} ÷ {C} = ?","4:{A}-{B}/{C}","{A}:(10,10000,1);{B}:(10,10000,1);{C}:(10,10000,1);{D}:(1,10,1);{E}:(5,30,5);{F}:(1,5,1)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} - {B} ÷ {C} = ?","4:{A}-{B}/{C}","{A}:(10,10000,1);{B}:(10,10000,1);{C}:(10,10000,1);{D}:(1,10,1);{E}:(5,30,5);{F}:(1,5,1)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"({A} - {B}) ÷ {C} = ?","4:({A}-{B})/{C}","{A}:(10,10000,1);{B}:(10,10000,1);{C}:(10.0,10000.0,0.1);{D}:(1.0,10.0,0.1);{E}:(5,30,5);{F}:(1,5,1)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"({A} - {B}) ÷ {C} = ?","4:({A}-{B})/{C}","{A}:(10,10000,1);{B}:(10.0,10000.0,0.1);{C}:(10,10000,1);{D}:(1.0,10.0,0.1);{E}:(5,30,5);{F}:(1,5,1)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} - {B} - {C} = ?","4:{A}-{B}-{C}","{A}:(10,10000,1);{B}:(10,10000,1);{C}:(10,10000,1);{D}:(1,50,1);{E}:(500,5000,500);{F}:(100,1000,100)","","0;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} + {B} - {C} = ?","4:{A}+{B}-{C}","{A}:(10,10000,1);{B}:(10,10000,1);{C}:(10,10000,1);{D}:(1,50,1);{E}:(500,5000,500);{F}:(100,1000,100)","","0;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} - {B} + {C} = ?","4:{A}-{B}+{C}","{A}:(10,10000,1);{B}:(10,10000,1);{C}:(10,10000,1);{D}:(1,50,1);{E}:(500,5000,500);{F}:(100,1000,100)","","0;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} + {B} + {C} = ?","4:{A}+{B}+{C}","{A}:(10,10000,1);{B}:(10,10000,1);{C}:(10,10000,1);{D}:(1,50,1);{E}:(500,5000,500);{F}:(100,1000,100)","","0;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} - {B} - {C} = ?","4:{A}-{B}-{C}","{A}:(10.00,9999.99,0.01);{B}:(10.00,9999.99,0.01);{C}:(10.00,9999.99,0.01);{D}:(1.00,50.00,0.01);{E}:(500,5000,500);{F}:(100,1000,100)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} + {B} - {C} = ?","4:{A}+{B}-{C}","{A}:(10.00,9999.99,0.01);{B}:(10.00,9999.99,0.01);{C}:(10.00,9999.99,0.01);{D}:(1.00,50.00,0.01);{E}:(500,5000,500);{F}:(100,1000,100)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} - {B} + {C} = ?","4:{A}-{B}+{C}","{A}:(10.00,9999.99,0.01);{B}:(10.00,9999.99,0.01);{C}:(10.00,9999.99,0.01);{D}:(1.00,50.00,0.01);{E}:(500,5000,500);{F}:(100,1000,100)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} + {B} + {C} = ?","4:{A}+{B}+{C}","{A}:(10.00,9999.99,0.01);{B}:(10.00,9999.99,0.01);{C}:(10.00,9999.99,0.01);{D}:(1.00,50.00,0.01);{E}:(500,5000,500);{F}:(100,1000,100)","","2;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} - {B} - {C} = ?","4:{A}-{B}-{C}","{A}:(10.0000,9999.9999,0.0001);{B}:(10.0000,9999.9999,0.0001);{C}:(10.0000,9999.9999,0.0001);{D}:(1.0000,50.0000,0.0001);{E}:(1.0000,50.0000,0.0001);{F}:(1.0000,50.0000,0.0001)","","4;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} + {B} - {C} = ?","4:{A}+{B}-{C}","{A}:(10.0000,9999.9999,0.0001);{B}:(10.0000,9999.9999,0.0001);{C}:(10.0000,9999.9999,0.0001);{D}:(1.0000,50.0000,0.0001);{E}:(1.0000,50.0000,0.0001);{F}:(1.0000,50.0000,0.0001)","","4;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} - {B} + {C} = ?","4:{A}-{B}+{C}","{A}:(10.0000,9999.9999,0.0001);{B}:(10.0000,9999.9999,0.0001);{C}:(10.0000,9999.9999,0.0001);{D}:(1.0000,50.0000,0.0001);{E}:(1.0000,50.0000,0.0001);{F}:(1.0000,50.0000,0.0001)","","4;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"
"{A} + {B} + {C} = ?","4:{A}+{B}+{C}","{A}:(10.0000,9999.9999,0.0001);{B}:(10.0000,9999.9999,0.0001);{C}:(10.0000,9999.9999,0.0001);{D}:(1.0000,50.0000,0.0001);{E}:(1.0000,50.0000,0.0001);{F}:(1.0000,50.0000,0.0001)","","4;None:[{G}];[{G}+-{D}];[{G}+-{E}];[{G}+-{F}]","{A}!={B}:{B}!={C}:{D}!={E}:{E}!={F}"